"GEO_ID","NAME","B05012_001E","B05012_001M","B05012_001MA","B05012_001EA","B05012_002E","B05012_002M","B05012_002MA","B05012_002EA","B05012_003E","B05012_003M","B05012_003MA","B05012_003EA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!Native","Margin of Error!!Total!!Native","Annotation of Margin of Error!!Total!!Native","Annotation of Estimate!!Total!!Native","Estimate!!Total!!Foreign-Born","Margin of Error!!Total!!Foreign-Born","Annotation of Margin of Error!!Total!!Foreign-Born","Annotation of Estimate!!Total!!Foreign-Born",
"0500000US40027","Cleveland County, Oklahoma","274024","*****","*****","null","257016","884","null","null","17008","884","null","null",
"0500000US40029","Coal County, Oklahoma","5666","*****","*****","null","5647","14","null","null","19","14","null","null",
"0500000US40031","Comanche County, Oklahoma","123066","*****","*****","null","116787","539","null","null","6279","539","null","null",
"0500000US40033","Cotton County, Oklahoma","6000","*****","*****","null","5987","16","null","null","13","16","null","null",
"0500000US40035","Craig County, Oklahoma","14563","*****","*****","null","14336","58","null","null","227","58","null","null",
"0500000US40037","Creek County, Oklahoma","70899","*****","*****","null","69480","164","null","null","1419","164","null","null",
"0500000US40039","Custer County, Oklahoma","29169","*****","*****","null","27380","275","null","null","1789","275","null","null",
"0500000US40041","Delaware County, Oklahoma","41878","*****","*****","null","40941","131","null","null","937","131","null","null",
"0500000US40043","Dewey County, Oklahoma","4904","*****","*****","null","4750","70","null","null","154","70","null","null",
"0500000US40045","Ellis County, Oklahoma","4102","*****","*****","null","3998","40","null","null","104","40","null","null",
"0500000US40047","Garfield County, Oklahoma","62421","*****","*****","null","57839","518","null","null","4582","518","null","null",
"0500000US40049","Garvin County, Oklahoma","27751","*****","*****","null","26911","140","null","null","840","140","null","null",
"0500000US40051","Grady County, Oklahoma","54351","*****","*****","null","53257","223","null","null","1094","223","null","null",
"0500000US40053","Grant County, Oklahoma","4458","*****","*****","null","4394","27","null","null","64","27","null","null",
"0500000US40055","Greer County, Oklahoma","6018","*****","*****","null","5973","32","null","null","45","32","null","null",
"0500000US40057","Harmon County, Oklahoma","2758","*****","*****","null","2588","54","null","null","170","54","null","null",
"0500000US40059","Harper County, Oklahoma","3843","*****","*****","null","3341","106","null","null","502","106","null","null",
"0500000US40061","Haskell County, Oklahoma","12746","*****","*****","null","12573","49","null","null","173","49","null","null",
"0500000US40063","Hughes County, Oklahoma","13519","*****","*****","null","13354","46","null","null","165","46","null","null",
"0500000US40065","Jackson County, Oklahoma","25574","*****","*****","null","24046","223","null","null","1528","223","null","null",
"0500000US40067","Jefferson County, Oklahoma","6270","*****","*****","null","6086","36","null","null","184","36","null","null",
"0500000US40069","Johnston County, Oklahoma","11039","*****","*****","null","10938","51","null","null","101","51","null","null",
"0500000US40071","Kay County, Oklahoma","45173","*****","*****","null","43925","166","null","null","1248","166","null","null",
"0500000US40073","Kingfisher County, Oklahoma","15510","*****","*****","null","14342","153","null","null","1168","153","null","null",
"0500000US40075","Kiowa County, Oklahoma","9127","*****","*****","null","8991","51","null","null","136","51","null","null",
"0500000US40077","Latimer County, Oklahoma","10621","*****","*****","null","10475","59","null","null","146","59","null","null",
"0500000US40079","Le Flore County, Oklahoma","49860","*****","*****","null","48060","157","null","null","1800","157","null","null",
"0500000US40081","Lincoln County, Oklahoma","34759","*****","*****","null","34473","76","null","null","286","76","null","null",
"0500000US40083","Logan County, Oklahoma","45326","*****","*****","null","43977","295","null","null","1349","295","null","null",
"0500000US40085","Love County, Oklahoma","9843","*****","*****","null","9303","106","null","null","540","106","null","null",
"0500000US40087","McClain County, Oklahoma","37919","*****","*****","null","36788","152","null","null","1131","152","null","null",
"0500000US40089","McCurtain County, Oklahoma","33026","*****","*****","null","32148","155","null","null","878","155","null","null",
"0500000US40091","McIntosh County, Oklahoma","19874","*****","*****","null","19688","75","null","null","186","75","null","null",
"0500000US40093","Major County, Oklahoma","7730","*****","*****","null","7345","53","null","null","385","53","null","null",
"0500000US40095","Marshall County, Oklahoma","16226","*****","*****","null","15177","114","null","null","1049","114","null","null",
"0500000US40097","Mayes County, Oklahoma","40929","*****","*****","null","40442","98","null","null","487","98","null","null",
"0500000US40099","Murray County, Oklahoma","13797","*****","*****","null","13427","115","null","null","370","115","null","null",
"0500000US40101","Muskogee County, Oklahoma","69471","*****","*****","null","67542","287","null","null","1929","287","null","null",
"0500000US40103","Noble County, Oklahoma","11421","*****","*****","null","11388","21","null","null","33","21","null","null",
"0500000US40105","Nowata County, Oklahoma","10448","*****","*****","null","10319","50","null","null","129","50","null","null",
"0500000US40107","Okfuskee County, Oklahoma","12160","*****","*****","null","11952","61","null","null","208","61","null","null",
"0500000US40109","Oklahoma County, Oklahoma","774203","*****","*****","null","692662","2243","null","null","81541","2243","null","null",
"0500000US40111","Okmulgee County, Oklahoma","39121","*****","*****","null","38724","109","null","null","397","109","null","null",
"0500000US40113","Osage County, Oklahoma","47350","*****","*****","null","46700","155","null","null","650","155","null","null",
"0500000US40115","Ottawa County, Oklahoma","31725","*****","*****","null","30986","70","null","null","739","70","null","null",
"0500000US40117","Pawnee County, Oklahoma","16448","*****","*****","null","16266","52","null","null","182","52","null","null",
"0500000US40119","Payne County, Oklahoma","80634","*****","*****","null","75219","426","null","null","5415","426","null","null",
"0500000US40121","Pittsburg County, Oklahoma","44673","*****","*****","null","43725","167","null","null","948","167","null","null",
"0500000US40123","Pontotoc County, Oklahoma","38289","*****","*****","null","37278","162","null","null","1011","162","null","null",
"0500000US40125","Pottawatomie County, Oklahoma","71614","*****","*****","null","70341","212","null","null","1273","212","null","null",
"0500000US40127","Pushmataha County, Oklahoma","11132","*****","*****","null","10992","60","null","null","140","60","null","null",
"0500000US40129","Roger Mills County, Oklahoma","3734","*****","*****","null","3681","41","null","null","53","41","null","null",
"0500000US40131","Rogers County, Oklahoma","90098","*****","*****","null","88013","202","null","null","2085","202","null","null",
"0500000US40133","Seminole County, Oklahoma","25246","*****","*****","null","24895","83","null","null","351","83","null","null",
"0500000US40135","Sequoyah County, Oklahoma","41364","*****","*****","null","40600","122","null","null","764","122","null","null",
"0500000US40137","Stephens County, Oklahoma","44293","*****","*****","null","42983","274","null","null","1310","274","null","null",
"0500000US40139","Texas County, Oklahoma","21409","*****","*****","null","15968","419","null","null","5441","419","null","null",
"0500000US40141","Tillman County, Oklahoma","7591","*****","*****","null","7133","108","null","null","458","108","null","null",
"0500000US40143","Tulsa County, Oklahoma","637123","*****","*****","null","582039","1130","null","null","55084","1130","null","null",
"0500000US40145","Wagoner County, Oklahoma","76830","*****","*****","null","74080","271","null","null","2750","271","null","null",
"0500000US40147","Washington County, Oklahoma","51867","*****","*****","null","49665","310","null","null","2202","310","null","null",
"0500000US40149","Washita County, Oklahoma","11550","*****","*****","null","11251","93","null","null","299","93","null","null",
"0500000US40151","Woods County, Oklahoma","9132","*****","*****","null","8911","101","null","null","221","101","null","null",
"0500000US40153","Woodward County, Oklahoma","21140","*****","*****","null","20052","227","null","null","1088","227","null","null",
"0500000US41001","Baker County, Oregon","15980","*****","*****","null","15587","96","null","null","393","96","null","null",
"0500000US41003","Benton County, Oregon","88249","*****","*****","null","79356","595","null","null","8893","595","null","null",
